PredictionString,image_id
6 0.954672634601593 249.24803161621094 164.15142822265625 540.9857177734375 386.084228515625 7 0.8528839349746704 226.7987060546875 161.0166015625 772.552978515625 830.8974609375 5 0.7863783240318298 137.36587524414062 591.2536010742188 288.4814758300781 712.4238891601562 7 0.6710780262947083 0.194091796875 256.56549072265625 334.3414306640625 670.4984130859375 6 0.5797145962715149 136.9085693359375 590.0260009765625 289.291259765625 712.7843017578125 7 0.3473237156867981 459.04376220703125 109.61778259277344 825.0630493164062 470.623779296875 5 0.2842983305454254 0.0 261.0830078125 334.51416015625 669.183837890625 5 0.27093660831451416 253.97982788085938 659.2554931640625 314.3534851074219 704.4281005859375 ,test/1633.jpg
0 0.8971987366676331 278.5111083984375 119.3416748046875 899.402099609375 736.0391845703125 0 0.6938387751579285 63.1348876953125 122.6201171875 682.4100341796875 450.84490966796875 ,test/1634.jpg
9 0.4345919191837311 135.251220703125 433.28753662109375 840.6431884765625 674.5416870117188 0 0.28912612795829773 686.9788208007812 0.632476806640625 883.2382202148438 481.5306396484375 ,test/1635.jpg
,test/1636.jpg
7 0.9401899576187134 155.01763916015625 516.2147216796875 515.7196044921875 756.21728515625 6 0.6305012106895447 523.8912353515625 106.59393310546875 897.0770263671875 316.7550354003906 6 0.6276395916938782 526.238037109375 309.66705322265625 909.0010986328125 424.9852294921875 6 0.6245071291923523 493.895263671875 430.5772705078125 798.3271484375 613.6142578125 6 0.6162241101264954 488.1324462890625 438.608642578125 798.32568359375 788.0400390625 0 0.5889652967453003 527.408935546875 194.128662109375 875.71240234375 235.66525268554688 6 0.5474141836166382 497.7459716796875 556.76708984375 773.8370361328125 786.59326171875 6 0.5248576402664185 526.2265625 401.77044677734375 876.3529052734375 551.285400390625 5 0.5164225697517395 724.781005859375 117.6934814453125 1024.0 815.355712890625 1 0.44062697887420654 885.545654296875 739.2479248046875 1024.0 1023.7935791015625 6 0.44021907448768616 526.139892578125 104.36021423339844 864.37255859375 228.80650329589844 6 0.34254133701324463 522.580078125 206.8827667236328 914.116455078125 333.04937744140625 0 0.3242807388305664 513.6512451171875 130.36322021484375 595.9891357421875 321.19000244140625 ,test/1637.jpg
5 0.9671027064323425 341.392578125 347.72137451171875 586.9536743164062 750.7328491210938 7 0.9130550026893616 679.9793701171875 0.0 1024.0 633.3038940429688 5 0.6343969106674194 0.5660400390625 0.0 409.415771484375 533.1223754882812 1 0.6316102743148804 0.0 0.0 409.1952209472656 520.1226806640625 7 0.6159303784370422 357.4797668457031 0.0 688.0263671875 83.87043762207031 ,test/1638.jpg
7 0.3383401036262512 208.6590576171875 11.40240478515625 775.865966796875 678.557861328125 7 0.32172727584838867 307.19207763671875 133.19873046875 700.31201171875 969.9022216796875 0 0.2878313362598419 4.2200164794921875 71.89143371582031 94.59962463378906 508.81500244140625 7 0.25864458084106445 0.0 0.0 209.844970703125 43.57146453857422 ,test/1639.jpg
0 0.8320520520210266 0.0 251.736572265625 208.25709533691406 1022.1356201171875 0 0.7223566174507141 164.5328369140625 535.847412109375 736.71435546875 934.18994140625 0 0.6954901218414307 114.61297607421875 0.0 686.9700927734375 395.97979736328125 0 0.46812954545021057 161.31573486328125 296.20843505859375 715.5051879882812 575.506103515625 0 0.34528568387031555 0.0 882.353515625 223.36581420898438 1024.0 1 0.323745995759964 0.0 267.28033447265625 179.85853576660156 362.35699462890625 ,test/1640.jpg
5 0.6836759448051453 217.2618408203125 276.4986877441406 835.7322998046875 798.5250244140625 8 0.31224679946899414 219.84771728515625 278.05914306640625 835.6741333007812 797.8825073242188 ,test/1641.jpg
7 0.4341222643852234 291.607666015625 479.6893310546875 849.9610595703125 791.2117919921875 1 0.25021499395370483 291.28759765625 480.37811279296875 854.7718505859375 791.1797485351562 ,test/1642.jpg
6 0.9398133158683777 332.63958740234375 447.9552917480469 595.8411254882812 587.3544921875 ,test/1643.jpg
2 0.9840518236160278 373.69805908203125 370.993896484375 773.6068725585938 759.3623046875 ,test/1644.jpg
6 0.2752973139286041 129.10162353515625 262.1365661621094 927.6360473632812 873.8482666015625 ,test/1645.jpg
8 0.7223023176193237 69.28338623046875 473.669677734375 859.0739135742188 687.3133544921875 4 0.37756577134132385 65.3236083984375 470.55474853515625 925.914306640625 683.2234497070312 ,test/1646.jpg
5 0.927438497543335 385.3016357421875 359.60650634765625 636.30810546875 542.01904296875 ,test/1647.jpg
7 0.9454217553138733 45.900115966796875 230.23492431640625 398.40399169921875 496.94964599609375 7 0.936201274394989 150.41200256347656 411.7825927734375 426.3106689453125 659.3218994140625 7 0.8924395442008972 253.48553466796875 296.5732421875 859.5823364257812 900.6800537109375 ,test/1648.jpg
6 0.9560447335243225 298.63238525390625 233.521240234375 522.713134765625 547.0171508789062 7 0.8807299137115479 548.6668090820312 206.92294311523438 919.9938354492188 904.8468017578125 6 0.8199763894081116 106.33261108398438 348.81207275390625 307.36566162109375 576.4110717773438 6 0.7988662719726562 386.915771484375 417.66802978515625 565.1466064453125 690.7527465820312 6 0.787874162197113 183.18328857421875 631.213623046875 394.34808349609375 805.101318359375 7 0.7656791806221008 871.4345703125 437.06781005859375 1024.0 902.8828735351562 5 0.735787034034729 675.4737548828125 155.37457275390625 811.7200927734375 304.066650390625 6 0.6956952214241028 396.5709228515625 658.1361083984375 567.5379028320312 771.3533935546875 7 0.6139611005783081 519.8790893554688 207.13064575195312 727.3600463867188 483.0476379394531 0 0.5989918112754822 398.511962890625 658.2089233398438 565.149658203125 713.3777465820312 6 0.5835285186767578 113.19802856445312 501.74139404296875 321.00030517578125 643.2815551757812 0 0.5398399829864502 184.97857666015625 620.8787841796875 385.5960693359375 716.14697265625 0 0.4701664447784424 105.23863983154297 478.1109619140625 306.72412109375 591.1103515625 7 0.4616844058036804 971.924072265625 308.14544677734375 1024.0 618.5601196289062 6 0.433861643075943 253.3964080810547 416.01263427734375 566.7693481445312 694.5016479492188 0 0.4043048620223999 401.934814453125 681.9677734375 566.6920166015625 725.861083984375 0 0.37688690423965454 237.8052520751953 371.74786376953125 283.14666748046875 404.30682373046875 6 0.2777595818042755 182.460693359375 495.66888427734375 512.9362182617188 724.1567993164062 0 0.2774008810520172 110.2274169921875 510.9225769042969 311.4625244140625 590.302490234375 6 0.2519770562648773 179.99790954589844 434.3074951171875 566.9388427734375 789.545654296875 ,test/1649.jpg
5 0.60714191198349 472.20849609375 280.88800048828125 679.0166015625 792.4210815429688 ,test/1650.jpg
0 0.8953991532325745 298.726806640625 232.513916015625 648.7760009765625 414.2237548828125 7 0.7049147486686707 0.0 213.65243530273438 235.88548278808594 898.3228759765625 1 0.3185231387615204 217.39312744140625 614.0556640625 1020.8117065429688 1024.0 1 0.30504655838012695 91.839599609375 514.4541015625 964.9317626953125 997.674072265625 ,test/1651.jpg
0 0.5563061237335205 434.979736328125 241.68678283691406 809.52001953125 487.5732421875 9 0.4353984594345093 333.651123046875 264.42767333984375 830.2911376953125 719.7584838867188 0 0.4349302351474762 308.68994140625 261.2442626953125 824.1658935546875 715.3104248046875 ,test/1652.jpg
1 0.8518298268318176 165.24566650390625 199.52882385253906 420.6962890625 601.78125 1 0.4859711229801178 120.39054870605469 134.37823486328125 558.7765502929688 628.7865600585938 1 0.47093892097473145 201.95518493652344 195.77154541015625 695.464599609375 948.7561645507812 1 0.43035027384757996 195.810791015625 221.4189453125 863.291015625 1024.0 1 0.4273059070110321 67.0106201171875 138.16839599609375 748.8512573242188 878.572998046875 2 0.38624969124794006 279.73736572265625 311.79901123046875 344.37701416015625 367.29681396484375 1 0.368165522813797 81.4644775390625 183.43682861328125 614.8666381835938 767.3302612304688 ,test/1653.jpg
5 0.9375390410423279 195.34425354003906 321.69879150390625 643.54052734375 652.86767578125 2 0.46821022033691406 574.0660400390625 353.988525390625 673.866455078125 486.3704833984375 ,test/1654.jpg
1 0.43848296999931335 3.9002685546875 164.5714111328125 803.0341796875 842.871337890625 7 0.3480527102947235 32.3028564453125 163.8203125 867.7783203125 769.5330810546875 1 0.27105653285980225 9.00616455078125 281.2543029785156 919.72802734375 894.8089599609375 ,test/1655.jpg
7 0.723125696182251 858.994140625 139.8372802734375 1023.991943359375 805.9224853515625 4 0.6689193248748779 688.6214599609375 621.7991333007812 781.6583251953125 766.7715454101562 4 0.6399567127227783 478.56036376953125 164.6329345703125 730.3649291992188 796.35400390625 7 0.5340419411659241 659.0755615234375 159.5047607421875 973.8304443359375 799.00537109375 7 0.3921956419944763 174.69578552246094 148.54193115234375 547.4429931640625 796.6420288085938 7 0.3428395092487335 280.07501220703125 158.5050048828125 523.855224609375 795.7677001953125 7 0.33467161655426025 459.1666564941406 155.2432861328125 736.1217041015625 794.50537109375 5 0.31022849678993225 237.49404907226562 531.9583740234375 442.3281555175781 913.9217529296875 6 0.29075101017951965 421.5379943847656 0.0 828.7203369140625 259.89031982421875 0 0.27940672636032104 175.27645874023438 0.0 394.1353454589844 109.82594299316406 4 0.2678677439689636 460.7060546875 510.42578125 605.6728515625 768.573486328125 ,test/1656.jpg
5 0.8818382620811462 69.4936294555664 518.9993896484375 307.9884948730469 828.77734375 1 0.8074780106544495 665.3526611328125 0.01397705078125 1024.0 376.25457763671875 5 0.762863039970398 175.917724609375 306.03204345703125 700.7415771484375 649.9395751953125 1 0.6787868142127991 318.53582763671875 114.76742553710938 532.2991333007812 361.40057373046875 7 0.5830342173576355 107.5997314453125 771.2723388671875 349.3040771484375 968.05419921875 7 0.5027430057525635 444.39605712890625 322.200439453125 537.8989868164062 391.7862548828125 6 0.48444774746894836 533.7216796875 151.22149658203125 683.851806640625 368.36767578125 7 0.28204265236854553 257.8018798828125 417.3583984375 1024.0 1024.0 ,test/1657.jpg
0 0.721229612827301 272.7689208984375 310.549560546875 696.6500244140625 541.4982299804688 ,test/1658.jpg
3 0.7228960394859314 370.46759033203125 198.13525390625 640.4426879882812 819.273193359375 5 0.6979804039001465 372.057861328125 202.4742431640625 641.4619140625 822.125 ,test/1659.jpg
5 0.8173820972442627 545.2979736328125 427.7200927734375 800.0135498046875 606.127685546875 2 0.5856606364250183 173.9267578125 192.03778076171875 435.60577392578125 429.0826416015625 0 0.4815833568572998 173.39276123046875 191.640625 435.47698974609375 427.7418212890625 ,test/1660.jpg
4 0.5278009176254272 57.5770263671875 520.00390625 785.2697143554688 800.383056640625 5 0.3302071690559387 582.4881591796875 2.77349853515625 1017.1793212890625 642.3298950195312 ,test/1661.jpg
0 0.606410562992096 299.2529296875 382.8853759765625 648.711181640625 644.7342529296875 ,test/1662.jpg
7 0.8236345052719116 97.9637680053711 295.490234375 353.7083435058594 970.09375 7 0.8155990839004517 298.22735595703125 271.85400390625 412.02166748046875 396.079833984375 7 0.7945453524589539 472.9786376953125 294.427001953125 807.14208984375 930.1048583984375 7 0.7530018091201782 423.61065673828125 201.686767578125 571.6627807617188 369.365234375 7 0.64060378074646 270.6964111328125 304.60498046875 524.4720458984375 939.5054931640625 7 0.5966946482658386 297.69976806640625 271.5509033203125 412.44696044921875 463.340087890625 5 0.5747094750404358 693.475830078125 159.81100463867188 786.5443115234375 285.85174560546875 7 0.5538797378540039 651.1220703125 182.84388732910156 836.755126953125 659.3956298828125 7 0.5174368023872375 557.4987182617188 79.96145629882812 791.8972778320312 389.43585205078125 7 0.48341408371925354 719.19775390625 347.51153564453125 850.056640625 660.8036499023438 7 0.4691535532474518 90.85963439941406 269.1435546875 512.004638671875 963.0992431640625 7 0.46288034319877625 568.14990234375 253.14248657226562 645.018798828125 332.6076354980469 1 0.43893545866012573 862.8436279296875 449.88226318359375 1024.0 872.3151245117188 7 0.4316047728061676 636.83935546875 233.48590087890625 677.1826171875 323.33599853515625 1 0.3869606852531433 667.1803588867188 355.59912109375 753.6807250976562 465.986328125 7 0.3398282825946808 643.0963745117188 229.6924591064453 741.0314331054688 339.72393798828125 1 0.25628572702407837 861.0667724609375 9.222900390625 1024.0 922.1893310546875 7 0.25006383657455444 624.32568359375 203.89630126953125 823.612060546875 719.3448486328125 ,test/1663.jpg
0 0.8517268300056458 118.8372802734375 320.2633361816406 821.8175048828125 830.3111572265625 ,test/1664.jpg
7 0.9665324091911316 470.6835021972656 468.68817138671875 681.9210205078125 656.5845336914062 7 0.9558587670326233 501.149658203125 346.87347412109375 731.05029296875 575.06396484375 7 0.9332779049873352 393.5731201171875 406.2353515625 541.4906005859375 562.6937866210938 7 0.608548641204834 654.2884521484375 354.7741394042969 699.1475830078125 426.9801940917969 1 0.43363094329833984 344.6512145996094 219.39584350585938 479.4573669433594 342.1410217285156 1 0.4178248643875122 345.22515869140625 192.34957885742188 538.1990356445312 328.9543762207031 7 0.41565656661987305 355.73046875 348.5799560546875 503.49176025390625 466.5157470703125 1 0.39940935373306274 346.08123779296875 195.59249877929688 544.3782348632812 382.8554382324219 7 0.3837122321128845 324.9501037597656 0.04978179931640625 455.0233459472656 34.74440002441406 1 0.30178868770599365 346.69488525390625 262.34100341796875 475.02301025390625 339.02801513671875 7 0.2971450984477997 418.3096923828125 294.34393310546875 626.9400634765625 407.70965576171875 1 0.29172003269195557 346.8814697265625 196.3786163330078 613.375732421875 407.52838134765625 7 0.2636612355709076 355.0762939453125 348.673583984375 450.4052734375 457.96575927734375 7 0.2588217258453369 354.1474609375 264.271240234375 626.81787109375 408.3228759765625 ,test/1665.jpg
5 0.7718173265457153 258.86334228515625 321.7554931640625 770.9884643554688 986.2001953125 7 0.6116800308227539 770.3003540039062 43.6455078125 922.7239379882812 187.100830078125 ,test/1666.jpg
3 0.9787119626998901 364.3240966796875 461.1068420410156 692.3760986328125 808.9342041015625 1 0.2506830394268036 23.01409912109375 431.906005859375 800.29638671875 1024.0 ,test/1667.jpg
3 0.8590147495269775 213.372314453125 222.04978942871094 736.0289306640625 730.2943115234375 0 0.4157797694206238 272.41192626953125 741.4505004882812 432.96942138671875 778.3284301757812 ,test/1668.jpg
7 0.8723359704017639 730.1771850585938 584.807373046875 828.0983276367188 794.566162109375 1 0.8670042157173157 688.25439453125 83.74066162109375 985.50439453125 419.6103210449219 1 0.7840436697006226 747.1007080078125 699.931396484375 899.7440185546875 818.1915283203125 1 0.752480149269104 710.2415771484375 351.46527099609375 846.052001953125 627.1180419921875 1 0.691059947013855 0.0 804.2677001953125 742.545166015625 1024.0 1 0.6842038631439209 0.0548095703125 354.69549560546875 349.54266357421875 886.1561889648438 1 0.66925448179245 468.9920349121094 324.9303894042969 748.9757080078125 823.777099609375 1 0.6404064297676086 279.56829833984375 725.2000122070312 463.01812744140625 821.0717163085938 1 0.5065751075744629 341.845947265625 223.35150146484375 698.27587890625 740.2755737304688 1 0.4964250326156616 254.00885009765625 395.0209655761719 565.5601806640625 742.734619140625 1 0.47561392188072205 531.8740234375 0.11519622802734375 1016.388427734375 91.40823364257812 1 0.46513786911964417 430.53143310546875 730.2227783203125 542.9467163085938 819.8336181640625 1 0.42795586585998535 967.406494140625 37.029903411865234 1024.0 130.17333984375 1 0.40007492899894714 188.3895263671875 591.1923828125 1012.8123779296875 987.1016845703125 1 0.3961228132247925 255.0299835205078 529.5335693359375 556.9424438476562 738.8204345703125 1 0.39460092782974243 42.67138671875 646.898681640625 905.994140625 977.2076416015625 0 0.3876786530017853 326.83721923828125 302.37347412109375 424.33355712890625 396.18560791015625 1 0.38330501317977905 0.0 350.92822265625 504.9888916015625 865.73583984375 1 0.3713300824165344 693.1849365234375 0.0 1007.4613037109375 90.85053253173828 1 0.35724204778671265 277.85894775390625 9.420013427734375 959.4533081054688 366.9418029785156 1 0.3556341230869293 802.11962890625 184.807373046875 961.42822265625 811.0391845703125 1 0.33321478962898254 270.59332275390625 0.3853759765625 1007.6467895507812 695.0235595703125 1 0.2891142666339874 857.6595458984375 179.7410888671875 1024.0 838.942138671875 1 0.25936105847358704 221.7779541015625 734.1468505859375 1016.80322265625 988.250244140625 1 0.25700321793556213 411.8614501953125 0.025203704833984375 586.1488037109375 42.09456253051758 1 0.25581106543540955 714.90478515625 182.58477783203125 962.9937744140625 811.1983642578125 1 0.2509176433086395 467.62969970703125 731.1041259765625 542.6082763671875 819.5316162109375 ,test/1669.jpg
7 0.7231689691543579 323.34820556640625 188.0511474609375 681.329833984375 720.5501098632812 ,test/1670.jpg
5 0.9120175838470459 575.046875 559.57666015625 720.12255859375 728.168701171875 7 0.6099039316177368 385.58477783203125 229.7041015625 851.2929077148438 1024.0 7 0.590234637260437 337.3197021484375 36.19769287109375 828.574462890625 860.3347778320312 5 0.29572612047195435 709.4716796875 527.4569702148438 809.8182373046875 638.7609252929688 ,test/1671.jpg
0 0.7395251393318176 815.681396484375 880.2484130859375 928.683837890625 1024.0 0 0.5089170932769775 183.56796264648438 403.2298583984375 291.41162109375 683.96044921875 5 0.4330117702484131 281.3114318847656 402.3660888671875 803.9549560546875 734.9593505859375 3 0.4176008999347687 283.1334533691406 402.2420959472656 803.4090576171875 733.2366943359375 7 0.4071699380874634 249.1495361328125 908.1365966796875 304.4158935546875 1023.7464599609375 ,test/1672.jpg
3 0.9916768074035645 416.7406005859375 361.43548583984375 628.7178955078125 654.0841064453125 ,test/1673.jpg
0 0.9558200836181641 376.8351135253906 371.7227783203125 682.6502685546875 664.6600341796875 ,test/1674.jpg
1 0.47405049204826355 131.5404052734375 176.061279296875 800.470458984375 716.2578125 2 0.38378000259399414 126.29248046875 175.80120849609375 803.1632080078125 729.7789306640625 ,test/1675.jpg
1 0.957695722579956 643.8814697265625 849.7471923828125 713.5467529296875 947.5052490234375 7 0.942905843257904 376.5595703125 181.35853576660156 521.1615600585938 516.543701171875 7 0.9286356568336487 617.2662353515625 294.76593017578125 926.9259033203125 719.1505737304688 1 0.9217728972434998 728.168212890625 788.2465209960938 796.0677490234375 881.6026000976562 7 0.9018009901046753 142.34130859375 172.533203125 433.77264404296875 790.3861083984375 7 0.8901059031486511 389.5574645996094 399.7297668457031 669.7537841796875 878.03662109375 1 0.8192408084869385 545.4209594726562 909.7799072265625 643.2131958007812 1024.0 0 0.7792409658432007 701.0193481445312 18.593568801879883 746.9031372070312 77.52809143066406 4 0.6663746237754822 900.12353515625 916.0489501953125 961.605712890625 1006.4169921875 0 0.5829469561576843 700.9736938476562 18.923614501953125 747.3728637695312 102.26619720458984 1 0.5618603229522705 572.5338134765625 715.2830810546875 655.631103515625 807.9970703125 7 0.5519185662269592 552.182373046875 795.1114501953125 655.020263671875 902.597900390625 5 0.4556357264518738 64.52250671386719 751.443359375 157.34909057617188 833.4285888671875 5 0.44910454750061035 509.529052734375 859.4492797851562 550.149658203125 931.1022338867188 5 0.4030073583126068 771.2291259765625 841.6759033203125 816.0443115234375 878.3350830078125 7 0.37067821621894836 658.0203857421875 705.073974609375 799.6512451171875 785.635498046875 1 0.33349600434303284 551.3941040039062 794.8478393554688 654.8914184570312 902.5859985351562 7 0.33268800377845764 781.7100830078125 795.0657348632812 816.5032958984375 843.8391723632812 5 0.3139386773109436 658.6756591796875 705.3995361328125 799.238037109375 783.7264404296875 0 0.30338743329048157 674.225830078125 657.1983032226562 721.33251953125 719.8115844726562 1 0.29128220677375793 460.988037109375 822.9286499023438 526.1375732421875 903.7776489257812 5 0.28778013586997986 739.2097778320312 878.7991333007812 809.8297729492188 929.5604858398438 0 0.26708731055259705 658.1881713867188 706.5419921875 799.5282592773438 804.630615234375 0 0.26297786831855774 797.2095947265625 741.386962890625 977.2208251953125 894.72705078125 5 0.256143718957901 797.5047607421875 741.033203125 977.6116943359375 894.225341796875 ,test/1676.jpg
5 0.7194824814796448 546.7879638671875 464.6163024902344 771.8028564453125 908.0040283203125 ,test/1677.jpg
7 0.8031894564628601 209.0887451171875 82.3724365234375 616.905029296875 943.147216796875 0 0.7320384383201599 630.5250244140625 0.36529541015625 1024.0 593.313232421875 1 0.503454864025116 523.1900634765625 150.55484008789062 574.0787353515625 207.2396240234375 0 0.28673747181892395 572.6898193359375 319.6934814453125 1023.9027099609375 1024.0 ,test/1678.jpg
0 0.9395209550857544 290.87371826171875 295.60003662109375 617.2981567382812 601.30419921875 0 0.29509252309799194 459.24432373046875 0.14885711669921875 552.46630859375 62.80650329589844 ,test/1679.jpg
5 0.9686810970306396 366.15106201171875 346.829345703125 632.8228149414062 675.868896484375 ,test/1680.jpg
4 0.9499766230583191 374.18634033203125 595.1566162109375 525.8261108398438 807.5162353515625 4 0.9083906412124634 509.851806640625 500.0913391113281 631.8995361328125 798.43408203125 4 0.9003444314002991 170.2279052734375 414.6119689941406 407.97857666015625 675.7750244140625 4 0.8772347569465637 284.8892822265625 622.4088134765625 398.5859375 796.6893310546875 4 0.8631529211997986 622.7129516601562 256.1864013671875 755.3228149414062 760.8370361328125 5 0.8443020582199097 110.58700561523438 0.0 502.5361633300781 138.78915405273438 4 0.777560293674469 579.805908203125 355.81158447265625 685.185302734375 570.2069702148438 4 0.7310242652893066 122.78857421875 132.80715942382812 709.291748046875 364.3804016113281 4 0.6539157629013062 183.50909423828125 268.83892822265625 465.670654296875 482.84271240234375 4 0.623912513256073 285.86236572265625 621.8424072265625 384.39544677734375 756.6199951171875 4 0.6120682954788208 433.42181396484375 348.44244384765625 590.0839233398438 553.7847900390625 4 0.6062760949134827 339.16925048828125 439.40850830078125 440.87542724609375 630.5532836914062 4 0.5695372819900513 347.33343505859375 507.9390869140625 539.8388671875 697.2598876953125 1 0.48737961053848267 70.13372802734375 401.67657470703125 766.8368530273438 997.8756713867188 5 0.38660672307014465 109.1422119140625 0.1193389892578125 769.9586181640625 164.1881561279297 5 0.3858674168586731 103.50234985351562 179.74624633789062 172.09716796875 257.0893249511719 4 0.3771793842315674 355.81353759765625 414.452392578125 543.8905639648438 701.6307373046875 4 0.37525251507759094 396.28509521484375 346.89178466796875 589.7879028320312 661.4618530273438 4 0.33443892002105713 525.3477783203125 343.121826171875 683.8385009765625 755.868896484375 4 0.2674821615219116 226.1563720703125 318.02325439453125 444.9610595703125 483.87493896484375 ,test/1681.jpg
5 0.8458191156387329 101.05259704589844 249.3480224609375 543.3424072265625 523.752685546875 4 0.6586154103279114 352.66015625 466.1581726074219 875.2760009765625 671.53515625 4 0.6257789731025696 342.96539306640625 463.2509765625 965.7742309570312 881.2484130859375 8 0.5478642582893372 356.44439697265625 465.72186279296875 876.5704956054688 672.2400512695312 4 0.5332434177398682 334.9970703125 615.4871826171875 963.8509521484375 879.0098876953125 ,test/1682.jpg
5 0.8796886205673218 470.50311279296875 599.611328125 723.3264770507812 946.27197265625 1 0.7323834300041199 263.2952880859375 137.24383544921875 780.3236083984375 582.888427734375 ,test/1683.jpg
2 0.9696158170700073 352.6871337890625 490.600341796875 632.3189697265625 695.4189453125 ,test/1684.jpg
7 0.4745897948741913 178.84085083007812 67.507568359375 1024.0 926.6485595703125 ,test/1685.jpg
5 0.8250624537467957 379.8360595703125 281.9162292480469 698.100341796875 859.63671875 ,test/1686.jpg
0 0.8214210271835327 631.75634765625 811.0076904296875 731.99072265625 926.2293701171875 0 0.7455163598060608 730.7424926757812 223.4365692138672 843.6348266601562 733.3572387695312 1 0.4967349171638489 362.0102844238281 462.9810791015625 869.57958984375 1024.0 5 0.48943892121315 697.6290283203125 609.1611328125 989.942138671875 793.0440673828125 1 0.4673466980457306 251.19244384765625 345.8836669921875 990.0149536132812 1023.3953857421875 0 0.3369196951389313 284.000732421875 546.1231079101562 458.10821533203125 652.4734497070312 0 0.3275737762451172 697.3643188476562 607.1895141601562 988.1101684570312 791.3971557617188 8 0.32159262895584106 220.9962158203125 640.2958374023438 440.90234375 1023.8767700195312 5 0.3119596242904663 475.8274841308594 290.014892578125 637.0289306640625 659.4498291015625 5 0.26181724667549133 475.5745849609375 292.16290283203125 654.20166015625 793.0518188476562 ,test/1687.jpg
5 0.9009625315666199 156.1588134765625 258.5813293457031 888.293701171875 839.63720703125 0 0.5152024030685425 810.9935302734375 296.3414611816406 882.2386474609375 458.4977111816406 ,test/1688.jpg
4 0.7243862152099609 552.0394287109375 955.6764526367188 642.8614501953125 1020.7495727539062 2 0.5820900797843933 385.51708984375 368.07232666015625 583.5550537109375 588.2601928710938 0 0.26875385642051697 565.4591064453125 569.456298828125 745.142333984375 715.7818603515625 ,test/1689.jpg
5 0.9014146327972412 228.04144287109375 281.153564453125 822.1433715820312 560.953857421875 ,test/1690.jpg
1 0.9152278900146484 179.91339111328125 445.9227294921875 801.6328125 706.415283203125 ,test/1691.jpg
0 0.49508610367774963 233.83270263671875 317.0067138671875 799.7128295898438 634.0106811523438 9 0.40304887294769287 239.87542724609375 316.63214111328125 801.7428588867188 632.2655029296875 ,test/1692.jpg
1 0.9683346152305603 650.5885009765625 392.394775390625 790.041015625 525.9447021484375 7 0.9334891438484192 836.9300537109375 251.24368286132812 1000.4791259765625 461.9405822753906 7 0.928767740726471 451.78924560546875 328.7314453125 538.1900024414062 559.8195190429688 6 0.922166645526886 709.1649169921875 119.71273803710938 907.8792724609375 352.40240478515625 6 0.858288586139679 815.1378784179688 115.2265625 935.1586303710938 283.5556945800781 7 0.7888228297233582 791.8299560546875 720.2921142578125 857.2706298828125 801.8375244140625 7 0.7511878609657288 503.806396484375 388.86712646484375 640.930419921875 583.6522827148438 7 0.7451663017272949 979.2672119140625 369.62664794921875 1024.0 475.41400146484375 7 0.6420331001281738 164.62335205078125 353.00494384765625 597.4296875 1003.1074829101562 0 0.5050955414772034 685.1375732421875 429.71044921875 736.1741943359375 472.87939453125 1 0.4942866563796997 503.4640197753906 390.114013671875 640.5350341796875 584.2935180664062 5 0.46778354048728943 148.2098388671875 245.9334716796875 226.01968383789062 321.8453369140625 1 0.38484349846839905 260.0616149902344 387.33697509765625 436.1708068847656 545.1441650390625 1 0.3616698384284973 444.217041015625 630.34326171875 550.5401611328125 814.270751953125 5 0.34418293833732605 359.546630859375 622.173095703125 433.43524169921875 727.18994140625 1 0.31871888041496277 514.388427734375 345.81512451171875 542.767333984375 389.3380126953125 7 0.3134080767631531 392.259765625 690.0628662109375 472.05267333984375 795.2874755859375 ,test/1693.jpg
3 0.7253092527389526 12.53857421875 306.363525390625 835.542724609375 1004.4923095703125 4 0.4154719412326813 223.54409790039062 40.34033203125 1016.8179931640625 898.4920654296875 3 0.360526442527771 185.039306640625 176.73617553710938 1015.6539306640625 1001.0194091796875 ,test/1694.jpg
0 0.5836024880409241 309.19097900390625 163.13232421875 425.942138671875 192.7545166015625 5 0.4986121654510498 246.0001220703125 128.5550537109375 740.8431396484375 792.9044189453125 0 0.44861331582069397 398.90863037109375 118.55221557617188 441.17901611328125 189.24130249023438 3 0.41353413462638855 34.708221435546875 540.0032958984375 139.42384338378906 679.1494140625 ,test/1695.jpg
1 0.590218722820282 3.1392822265625 102.71685791015625 777.1158447265625 851.2391967773438 1 0.590182363986969 349.9984130859375 846.88232421875 726.6470947265625 1024.0 1 0.4830787181854248 727.84375 353.49853515625 1024.0 1010.95458984375 1 0.40604233741760254 96.8668212890625 80.83868408203125 944.122314453125 896.4046020507812 1 0.3195752501487732 0.0 245.1292724609375 802.6202392578125 1024.0 0 0.3006223440170288 713.918701171875 427.039794921875 962.9609375 554.105224609375 0 0.29020655155181885 670.353759765625 578.4767456054688 738.719970703125 653.6918334960938 0 0.2665156126022339 718.4852294921875 238.7652587890625 913.8350830078125 413.04095458984375 ,test/1696.jpg
1 0.8887509107589722 299.35418701171875 443.6725158691406 840.3018188476562 807.5726318359375 0 0.7540969848632812 69.41980743408203 153.58355712890625 117.25513458251953 179.65447998046875 1 0.34638237953186035 499.4384765625 432.31329345703125 856.971435546875 803.5128784179688 ,test/1697.jpg
7 0.520261287689209 350.5238037109375 322.58807373046875 779.2138671875 757.8456420898438 1 0.25668638944625854 350.5978698730469 324.66217041015625 770.442626953125 761.7495727539062 ,test/1698.jpg
